City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
320,talata mafara,12.5732,6.0597,20.8,21,0,4.53,NG,1702413295
321,touros,-5.1989,-35.4608,27.18,77,0,6.71,BR,1702413295
322,tsiombe,-25.3,45.4833,23.65,85,100,1.87,MG,1702413296
323,island harbour,50.724,-1.2758,9.96,92,49,1.34,GB,1702413296
324,bubaque,11.2833,-15.8333,27.86,63,35,6.13,GW,1702413296
325,jawf al maqbabah,13.8378,45.8349,17.91,71,43,0.54,YE,1702413296
326,bethanie,-26.4833,17.15,22.67,37,0,4.36,NA,1702413296
327,maloye ganyushkino,46.6,49.2667,-4.23,60,100,13.74,KZ,1702413296
328,lethem,3.3803,-59.7968,33.07,45,94,4.31,GY,1702413297
329,khovd,48.0056,91.6419,-16.42,94,100,0.9,MN,1702413297
330,mount gambier,-37.8333,140.7667,18.2,87,85,1.83,AU,1702413095
331,tacuarembo,-31.7333,-55.9833,29.05,59,0,3.78,UY,1702413297
332,sao vicente,-23.9631,-46.3919,28.1,57,75,2.68,BR,1702413297
333,castillos,-34.1667,-53.8333,22.84,77,2,6.08,UY,1702413297
334,hasaki,35.7333,140.8333,8.22,60,63,10.35,JP,1702413297
335,itupiranga,-5.1347,-49.3267,34.18,88,100,1.54,BR,1702413298
336,nicastro,38.9833,16.3167,14.55,94,75,0.51,IT,1702413298
337,pacocha,-17.5833,-71.3333,23.08,69,75,3.09,PE,1702413298
338,kitee,62.1,30.15,-8.77,95,100,2.9,FI,1702413298
339,berastagi,3.1929,98.5092,17.15,97,100,0.49,ID,1702413298
340,egilsstadir,65.2653,-14.3948,-7.05,79,0,1.54,IS,1702413298
341,bodo,67.28,14.405,-4.57,69,0,4.12,NO,1702413299
342,zhalantun,48.0,122.7167,-26.42,93,5,2.62,CN,1702413299
343,cody,44.5263,-109.0565,5.14,54,0,1.54,US,1702413299
344,ponta delgada,37.7333,-25.6667,15.4,72,40,3.6,PT,1702413299
